[Header]2015-03-15 18:09:41,839 [5] INFO  CDPW.cdplogin [(null)] - cdplogin-Page_Load - Enter
2015-03-15 18:10:02,621 [6] INFO  CDPW.BLL.TextUtils [(null)] - TextUtils-ReturnBitFromDB - Exit
2015-03-15 18:10:02,621 [6] INFO  CDPW.BLL.TextUtils [(null)] - TextUtils-ReturnBitFromDB - Enter
2015-03-15 18:10:02,621 [6] INFO  CDPW.BLL.TextUtils [(null)] - TextUtils-ReturnBitFromDB - Exit
2015-03-15 18:10:02,621 [6] INFO  CDPW.BLL.TextUtils [(null)] - TextUtils-ReturnBitFromDB - Enter
2015-03-15 18:10:02,621 [6] INFO  CDPW.BLL.TextUtils [(null)] - TextUtils-ReturnBitFromDB - Exit
2015-03-15 18:10:02,622 [6] INFO  CDPW.DUSAForm [(null)] - DUSAForm-Page_Load - Exit
2015-03-15 18:10:02,622 [6] INFO  CDPW.Site1 [(null)] - Site1-Page_Load - Enter
2015-03-15 18:10:02,622 [6] INFO  CDPW.Site1 [(null)] - Site1-Page_Load - Exit
2015-03-15 18:10:02,622 [6] INFO  CDPW.DUSAForm [(null)] - DUSAForm-Page_LoadComplete - Enter
2015-03-15 18:10:02,622 [6] INFO  CDPW.DUSAForm [(null)] - DUSAForm-Page_LoadComplete - Exit
2015-03-15 18:10:08,149 [5] INFO  CDPW.DUSAForm [(null)] - DUSAForm-Page_Load - Enter
2015-03-15 18:10:08,149 [5] INFO  CDPW.DUSAForm [(null)] - DUSAForm-Page_Load - Exit
2015-03-15 18:10:08,149 [5] INFO  CDPW.Site1 [(null)] - Site1-Page_Load - Enter
2015-03-15 18:10:08,149 [5] INFO  CDPW.Site1 [(null)] - Site1-Page_Load - Exit
2015-03-15 18:10:08,186 [5] INFO  CDPW.DUSAForm [(null)] - DUSAForm-Page_LoadComplete - Enter
2015-03-15 18:10:08,186 [5] INFO  CDPW.DUSAForm [(null)] - DUSAForm-Page_LoadComplete - Exit
2015-03-15 18:10:08,186 [5] INFO  CDPW.DUSAForm [(null)] - DUSAForm-RaiseCallbackEvent - Enter
2015-03-15 18:10:08,186 [5] INFO  CDPW.DUSAForm [(null)] - DUSAForm-RaiseCallbackEvent - Exit
2015-03-15 18:10:08,385 [6] INFO  CDPW.cdpprintpreview [(null)] - cdpprintpreview-Page_Load - Enter
2015-03-15 18:10:09,653 [6] INFO  CDPW.cdpprintpreview [(null)] - cdpprintpreview-Load_USReport_Data - Enter
2015-03-15 18:10:09,860 [6] INFO  CDPW.cdpprintpreview [(null)] - cdpprintpreview-Load_USReport_Data - Exit
2015-03-15 18:10:09,861 [6] INFO  CDPW.cdpprintpreview [(null)] - cdpprintpreview-Page_Load - Exit
2015-03-15 18:10:09,861 [6] INFO  CDPW.Site1 [(null)] - Site1-Page_Load - Enter
2015-03-15 18:10:09,861 [6] INFO  CDPW.Site1 [(null)] - Site1-Page_Load - Exit
2015-03-15 18:10:11,703 [15] INFO  CDPW.cdpprintpreview [(null)] - cdpprintpreview-Page_Load - Enter
2015-03-15 18:10:11,703 [15] INFO  CDPW.cdpprintpreview [(null)] - cdpprintpreview-Page_Load - Exit
2015-03-15 18:10:11,703 [15] INFO  CDPW.Site1 [(null)] - Site1-Page_Load - Enter
2015-03-15 18:10:11,703 [15] INFO  CDPW.Site1 [(null)] - Site1-Page_Load - Exit
2015-03-15 18:13:30,488 [13] INFO  CDPW.cdplogin [(null)] - cdplogin-Page_Load - Enter
2015-03-15 18:13:30,488 [13] INFO  CDPW.cdplogin [(null)] - cdplogin-Page_Load - Exit
2015-03-15 18:13:30,488 [13] INFO  CDPW.Site1 [(null)] - Site1-Page_Load - Enter
2015-03-15 18:13:30,488 [13] INFO  CDPW.Site1 [(null)] - Site1-Page_Load - Exit
2015-03-15 18:14:04,491 [6] INFO  CDPW.cdplogin [(null)] - cdplogin-Page_Load - Enter
2015-03-15 18:14:04,491 [6] INFO  CDPW.cdplogin [(null)] - cdplogin-Page_Load - Exit
